indice,valores_ap,cd_ap,diagCD,descrip,similitud,diagCD2,descrip2,similitud2,,
2117,quiste sinovial izquierdo,L87,L87,QUISTE SINOVIAL                                             ,0.69431072473526,L87,quistes sinoviales,0.6425171494483948,,
2118,tendinitis talon aquiles izquierdo,L87,L87,TENDINITIS TALON DE AQUILES                                 ,0.9459887146949768,L87,TENDINITIS PATA DE GANSO                                    ,0.6891704797744751,,
2120,espolon calcaneo izquierdo,L87,L87,ESPOLON CALCANEO                                            ,0.926322102546692,F72,quiste tarsal,0.510487973690033,,
2123,fascitis plantar izquierdo,L87,L87,FASCITIS PLANTAR                                            ,0.9422633051872252,L18,FASCITIS                                                    ,0.6433749794960022,,
2124,tenosinovitis izquierdo,L87,L87,TENOSINOVITIS                                               ,0.7912071347236633,L87,TENOSINOVITIS DE QUERVAIN                                   ,0.7732727527618408,,
2126,fascitis plantar derecho,L87,L87,FASCITIS PLANTAR                                            ,0.9379159212112428,L18,FASCITIS                                                    ,0.6797962188720703,,
2127,tendinitis izquierdo,L87,L93,TENDINITIS DE CODO                                          ,0.8006025552749634,L92,TENDINITIS DE HOMBRO                                        ,0.7976995706558228,,
2128,ganglion izquierdo,L87,L87,ganglion,0.60455322265625,L87,GANGLION                                                    ,0.6045531630516052,,
2129,espolon calcaneo derecho,L87,L87,ESPOLON CALCANEO                                            ,0.9082877039909364,S23,calvicie,0.4882758557796478,,
2130,ganglion hombro derecho,L87,L87,GANGLION                                                    ,0.5714278817176819,L87,ganglion,0.5714278817176819,,
2131,bursitis izquierdo,L87,L87,BURSITIS DE CADERA                                          ,0.8380141854286194,L87,BURSITIS DE CODO                                            ,0.8213099241256714,,
2132,bursitis derecho,L87,L87,BURSITIS DE CODO                                            ,0.812432587146759,L87,BURSITIS DE CADERA                                          ,0.7973591685295105,,
2133,tendininosis hombro derecho,L92,L92,TENDINITIS DE HOMBRO                                        ,0.8264875411987305,L87,TENDINITIS TALON DE AQUILES                                 ,0.7075105905532837,,
2134,bursitis cadera derecho,L87,L87,BURSITIS DE CADERA                                          ,0.9524804353713988,L92,BURSITIS DE HOMBRO                                          ,0.8164827227592468,,
2135,tapon cerumen derecho cerumen izdo,H81,H81,TAPON DE CERUMEN                                            ,0.8704392910003662,H73,taponamiento del la trompa de eustaquio,0.5464098453521729,,
2136,tendinitis izquierdo lli rodilla izda,L87,L87,TENDINITIS PATA DE GANSO                                    ,0.726356565952301,L87,TENDINITIS TALON DE AQUILES                                 ,0.6929759383201599,,
2138,bursitis cadera izquierdo,L87,L87,BURSITIS DE CADERA                                          ,0.9205116033554076,L87,BURSITIS DE CODO                                            ,0.7941250801086426,,
2139,quiste sinovial,S04,L87,QUISTE SINOVIAL                                             ,1.0000001192092896,L87,quistes sinoviales,0.7994611263275146,,
2140,gonalgia derecho tendinitis rotuliano,L15,L87,TENDINITIS PATA DE GANSO                                    ,0.6893250942230225,L93,TENDINITIS DE CODO                                          ,0.6626245975494385,,
2142,balanitis,L87,Y75,BALANITIS                                                   ,1.0,Y75,balanitis,1.0,,
2143,tenosinovitis quervain derecho,L87,L87,TENOSINOVITIS DE QUERVAIN                                   ,0.8938889503479004,L87,TENOSINOVITIS                                               ,0.80641108751297,,
2144,nodulos heberden,L91,L91,NODULOS DE HEBERDEN                                         ,0.9757707715034484,L91,NODULOS DE BOUCHARD                                         ,0.8581939339637756,,
2145,tendinitis supraespinoso izquierdo,L87,L92,tendinitis del supraespinoso,0.9075694680213928,L92,TENDINITIS DEL SUPRAESPINOSO                                ,0.9075693488121032,,
2146,sinovitis transitoria cadera,L13,L87,SINOVITIS TRANSITORIA DE CADERA                             ,0.9670782089233398,L87,sinovitis,0.6718404293060303,,
2147,bursitis codo izquierdo,L87,L87,BURSITIS DE CODO                                            ,0.9041577577590942,L92,BURSITIS DE HOMBRO                                          ,0.8020457029342651,,
2149,tendinitis tibial,L87,L87,TENDINITIS                                                  ,0.8032954931259155,L87,tendinitis,0.8032954335212708,,
2150,bursitis cadera derecho,L87,L87,BURSITIS DE CADERA                                          ,0.9524804353713988,L92,BURSITIS DE HOMBRO                                          ,0.8164827227592468,,
2151,tendinitis entesopatia calcif talon aquiles izquierdo,L87,L87,TENDINITIS TALON DE AQUILES                                 ,0.8304229974746704,L93,TENDINITIS DE CODO                                          ,0.64625084400177,,
2152,bursitis hombro derecho,L92,L92,BURSITIS DE HOMBRO                                          ,0.96217942237854,L92,bursitis del hombro,0.899742603302002,,
2154,ganglion izquierdo mano tendon,L87,L87,GANGLION                                                    ,0.5546221137046814,L87,ganglion,0.5546220541000366,,
2155,dolor mu eca derecho tendinitis,L11,L93,TENDINITIS DE CODO                                          ,0.7722001075744629,L87,tendinitis,0.7344717383384705,,
2156,tendinitis hombro izdo,L92,L92,TENDINITIS DE HOMBRO                                        ,0.9293115735054016,L87,TENDINITIS TALON DE AQUILES                                 ,0.7619337439537048,,
2157,tendinitis izquierdo rodilla,L87,L87,TENDINITIS PATA DE GANSO                                    ,0.7800449132919312,L87,TENDINITIS TALON DE AQUILES                                 ,0.7726495862007141,,
2158,vitamina b12 baja,L87,T91,VITAMINA B12 BAJA                                           ,0.9999998807907104,B81,ANEMIA POR DEFICIT DE VIT. B12                              ,0.5987492799758911,,
2159,artritis reumatoide,L88,L88,ARTRITIS REUMATOIDE                                         ,1.0,L88,artritis reumatoide,0.9999998211860656,,
2160,espondilitis anquilosante,L88,L88,ESPONDILITIS ANQUILOSANTE                                   ,0.9999998807907104,L88,espondilitis anquilosante,0.9999998807907104,,
2162,artritis reumatoide seronegativa,L88,L88,ARTRITIS REUMATOIDE                                         ,0.9156222939491272,L88,artritis reumatoide,0.9156222343444824,,
2165,artrosis mu eca,L91,L91,ARTROSIS GENERALIZADA                                       ,0.6728272438049316,L91,ARTROSIS DE MUÑECA                                          ,0.6595304012298584,,
2166,artritis traumatica,L99,L99,ARTRITIS TRAUMATICA                                         ,1.0,L91,otras artrosis degenerativas o traumaticas,0.6514819860458374,,
2173,artritis cristales,L99,L99,ARTRITIS POR CRISTALES                                      ,0.913914442062378,L89,artritis de cadera,0.7757877111434937,,
2174,artrosis mano artritis metacarpofalangica 1 dedo,L91,L91,ARTROSIS DE MANO                                            ,0.7866065502166748,L92,artrosis del hombro,0.5699563026428223,,
2175,artritis temporomandibular,D82,D82,ARTRITIS TEMPOROMANDIBULAR                                  ,0.9999999403953552,L07,DOLOR TEMPOROMANDIBULAR                                     ,0.6148200035095215,,
2176,lumbociatica dcha artrosis,L86,L84,ARTROSIS LUMBAR                                             ,0.6818299889564514,L84,LUMBOARTROSIS                                               ,0.622885525226593,,
2177,artrosis mu eca dcha,L91,L91,ARTROSIS GENERALIZADA                                       ,0.6277799010276794,L91,ARTROSIS DE CODO                                            ,0.6090721487998962,,
2178,cervicalgia,D82,L01,CERVICALGIA                                                 ,1.0,L83,CERVICOBRAQUIALGIA                                          ,0.8577250838279724,,
2181,dermatitis,L84,S88,DERMATITIS                                                  ,1.0000001192092896,S88,dermatitis no clasificada,0.8414416313171387,,
2182,gonartrosis derecho,L90,L90,GONARTROSIS                                                 ,0.8077623248100281,T99,artropatias por cristales,0.5611655712127686,,
2183,gonartrosis ambos as,L90,L90,GONARTROSIS                                                 ,0.8034887909889221,L91,ARTROSIS DE CODO                                            ,0.541142463684082,,
2184,gonartrosis izquierdo,L90,L90,GONARTROSIS                                                 ,0.8387734293937683,T99,artropatias por cristales,0.5642796158790588,,
2185,artrosis rodilla izquierdo,L90,L90,ARTROSIS DE RODILLA                                         ,0.8000695705413818,L90,artrosis de rodilla,0.8000695109367371,,
2186,artrosis rodilla ambos as,L90,L90,ARTROSIS DE RODILLA                                         ,0.7739636301994324,L90,artrosis de rodilla,0.7739635705947876,,
2188,monoartritis rodilla derecha,L20,L90,artritis de rodilla,0.6663376688957214,L99,ARTRITIS POR CRISTALES                                      ,0.6338990330696106,,
2190,artrosis rodilla derecho,L90,L90,ARTROSIS DE RODILLA                                         ,0.791856050491333,L90,artrosis de rodilla,0.7918559908866882,,
2193,tendinitis hombro derecho,L92,L92,TENDINITIS DE HOMBRO                                        ,0.9536760449409484,L87,TENDINITIS TALON DE AQUILES                                 ,0.77424156665802,,
2194,hombro doloroso derecho,L92,L92,HOMBRO DOLOROSO                                             ,0.8900632262229919,L08,DOLOR HOMBRO NC                                             ,0.5666323900222778,,
2195,hombro doloroso izquierdo,L92,L92,HOMBRO DOLOROSO                                             ,0.8330609202384949,K02,pesadez, atribuida al corazon ,0.5507921576499939,
2196,tendinitis hombro izquierdo,L92,L92,TENDINITIS DE HOMBRO                                        ,0.9401231408119202,L87,TENDINITIS TALON DE AQUILES                                 ,0.8037593364715576,,
2197,tendinitis supraespinoso derecho,L92,L92,TENDINITIS DEL SUPRAESPINOSO                                ,0.8321605324745178,L92,tendinitis del supraespinoso,0.8321605324745178,,
2198,tendinitis supraespinoso izquierdo,L92,L92,tendinitis del supraespinoso,0.9075694680213928,L92,TENDINITIS DEL SUPRAESPINOSO                                ,0.9075693488121032,,
2199,extrasistolia supraventricular,K80,K80,EXTRASISTOLIA SUPRAVENTRICULAR                              ,1.0,K80,EXTRASISTOLIA VENTRICULAR                                   ,0.7976751923561096,,
2202,contusion hombro clavicula,S16,N80,CONTUSION CRANEAL                                           ,0.7909150719642639,N80,contusion craneal,0.7909150719642639,,
2203,sinovitis hombro izquierdo,L92,L92,SINOVITIS DE HOMBRO                                         ,0.8177598118782043,L92,sinovitis del hombro,0.7526078820228577,,
2204,tendinitis calcificante hombro derecho,L92,L92,TENDINITIS DE HOMBRO                                        ,0.792823314666748,L93,TENDINITIS DE CODO                                          ,0.7278982996940613,,
2205,tendinitis supraespinoso derecho derecho,L92,L92,TENDINITIS DEL SUPRAESPINOSO                                ,0.8668186664581299,L92,tendinitis del supraespinoso,0.8668186664581299,,
2206,capsulitis adherente hombro izquierdo,L92,L92,CAPSULITIS ADHERENTE DE HOMBRO                              ,0.9522231221199036,L92,PERIARTRITIS ESCAPULOHUMERAL                                ,0.5768577456474304,,
2207,contusion hombro dcho,S16,H78,CONTUSION DEL PABELLON AURICULAR                            ,0.5499715805053711,H78,CONTUSION DE LA OREJA                                       ,0.5457038283348083,,
2208,bursitis rotura tendinosa hombro dcho,L08,L92,bursitis del hombro,0.7407714128494263,L92,BURSITIS DE HOMBRO                                          ,0.7144584655761719,,
2210,manguito rotadores hombro izquierdo,L81,K02,pesadez, atribuida al corazon ,0.5637381672859192,D80,ROTURA LENGUA                                               ,0.5537444949150085,
2211,contusion brazo i,A80,H78,CONTUSION DE LA OREJA                                       ,0.6924470067024231,H78,CONTUSION DEL PABELLON AURICULAR                            ,0.6746019124984741,,
2212,tendinitis hombro derecho,L92,L92,TENDINITIS DE HOMBRO                                        ,0.9536760449409484,L87,TENDINITIS TALON DE AQUILES                                 ,0.77424156665802,,
2213,tendinitis hombro derecho,L92,L92,TENDINITIS DE HOMBRO                                        ,0.9536760449409484,L87,TENDINITIS TALON DE AQUILES                                 ,0.77424156665802,,
2215,angioedema cuello,A12,A12,EDEMA ANGIONEUROTICO                                        ,0.7595745325088501,A12,ANGIOEDEMA                                                  ,0.7556827664375305,,
2216,gonartrosis derecho protesis,L90,L90,GONARTROSIS                                                 ,0.72925865650177,L99,ARTRITIS POR CRISTALES                                      ,0.5411786437034607,,
2217,epicondilitis derecho,L93,L93,EPICONDILITIS                                               ,0.884916365146637,L93,epicondilitis,0.8849163055419922,,
2218,epicondilitis izquierdo,L93,L93,EPICONDILITIS                                               ,0.8662405014038086,L93,epicondilitis,0.8662405014038086,,
2219,tendiniosis calcificante ambos hombros st izdo,L92,L92,TENDINITIS DE HOMBRO                                        ,0.6372929811477661,L87,TENDINITIS TALON DE AQUILES                                 ,0.6157524585723877,,
2220,tendinitis hombro desgaste iq dcho,L92,L92,TENDINITIS DE HOMBRO                                        ,0.6903186440467834,L93,tendinitis del codo,0.5924244523048401,,
2221,tendinitis codo derecho,L93,L93,TENDINITIS DE CODO                                          ,0.8998497724533081,L87,TENDINITIS                                                  ,0.8408646583557129,,
2222,diabetes mellitus tipo ii,L92,T90,DIABETES MELLITUS TIPO II                                   ,0.9999998807907104,T90,DIABETES MELLITUS TIPO I                                    ,0.96180659532547,,
2223,tendinitis manguito rotadores izquierdo,L92,L92,TENDINITIS MANGUITO DE ROTADORES                            ,0.9307891726493835,L93,TENDINITIS DE CODO                                          ,0.7134184837341309,,
2224,tendinitis talon aquiles derecho,L87,L87,TENDINITIS TALON DE AQUILES                                 ,0.9700503945350648,L92,TENDINITIS DE HOMBRO                                        ,0.7256000638008118,,
2225,tendinitis talon aquiles ambos as,L87,L87,TENDINITIS TALON DE AQUILES                                 ,0.9306895136833192,L92,TENDINITIS DE HOMBRO                                        ,0.7162559628486633,,
2226,quiste inclusion epidermico,S93,S93,QUISTE DE INCLUSION EPIDERMICO                              ,0.867146909236908,S93,QUISTE EPIDERMOIDE                                          ,0.5859224200248718,,
2227,luxacion dental,D80,D80,LUXACION DENTAL                                             ,1.0,L80,LUXACION DE MANDIBULA                                       ,0.749620795249939,,
2228,tendinitis supraespinoso ambos as,L92,L92,TENDINITIS DEL SUPRAESPINOSO                                ,0.9000677466392517,L92,tendinitis del supraespinoso,0.9000677466392517,,
2229,epitrocleitis izquierdo,L93,L93,epitrocleitis,0.8442211747169495,L93,EPITROCLEITIS                                               ,0.8442211151123047,,
2230,epitrocleitis derecho,L93,L93,EPITROCLEITIS                                               ,0.84958815574646,L93,epitrocleitis,0.8495880961418152,,
2231,epicondilitis ambos as,L93,L93,EPICONDILITIS                                               ,0.8499360084533691,L93,epicondilitis,0.8499358892440796,,
2235,epitrocleitis ambos as,L93,L93,epitrocleitis,0.8178452253341675,L93,EPITROCLEITIS                                               ,0.8178451657295227,,
2236,tendinitis manguito rotadores ambos as,L92,L92,TENDINITIS MANGUITO DE ROTADORES                            ,0.9526209831237792,L92,TENDINITIS DE HOMBRO                                        ,0.7193137407302856,,
2237,tendinitis ambos as,L87,L93,TENDINITIS DE CODO                                          ,0.7676803469657898,L93,tendinitis del codo,0.7570126056671143,,
2238,tenosinovitis quervain izquierdo,L87,L87,TENOSINOVITIS DE QUERVAIN                                   ,0.946250021457672,L87,TENOSINOVITIS                                               ,0.8489824533462524,,
2239,tendinitis mu eca izquierdo,L87,L93,TENDINITIS DE CODO                                          ,0.7571752667427063,L87,TENDINITIS TALON DE AQUILES                                 ,0.7361977696418762,,
2243,osteocondritis izquierdo,L94,L94,OSTEOCONDRITIS                                              ,0.7706090807914734,L94,OSTEOCONDRITIS DISECANTE                                    ,0.7464172840118408,,
2244,osteocondritis ambos as,L94,L94,OSTEOCONDRITIS DISECANTE                                    ,0.7567245364189148,L94,osteocondritis disecante,0.7567245364189148,,
2245,fractura cubito derecho ol cranon osteosintesis,L72,L72,FRACTURA DE CUBITO                                          ,0.6392263174057007,L72,fractura cubito,0.6139007806777954,,
2246,osteoporosis senil,L95,L95,OSTEOPOROSIS SENIL                                          ,1.0,L95,OSTEOPOROSIS POSTMENOPAUSICA                                ,0.875846803188324,,
2247,osteoporosis postmenopausica,L95,L95,OSTEOPOROSIS POSTMENOPAUSICA                                ,1.0,L95,OSTEOPOROSIS SENIL                                          ,0.8758469223976135,,
2248,lesion menisco interno rodilla derecho,L96,L96,LESION DE MENISCO INTERNO RODILLA                           ,0.9222445487976074,L96,LESION DE MENISCO EXTERNO RODILLA                           ,0.9005821943283081,,
2254,rotura menisco interno rodilla derecho,L96,L96,ROTURA DE MENISCO INTERNO RODILLA                           ,0.8599140048027039,L96,ROTURA DE MENISCO EXTERNO RODILLA                           ,0.8424825072288513,,
2255,gonalgia derecha sospecha lesi n menisco interna,L15,L15,GONALGIA                                                    ,0.6947597861289978,A04,letargia,0.6221663951873779,,
2261,rotura lca rodilla dcha menisco int ext operado,L78,L96,ROTURA DE MENISCO EXTERNO RODILLA                           ,0.7205028533935547,L96,ROTURA AMBOS MENISCOS RODILLA                               ,0.7016498446464539,,
2262,tos,L08,R05,TOS                                                         ,1.0000001192092896,R05,tos,1.0000001192092896,,
2265,lesion menisco interno rodilla derecho,L96,L96,LESION DE MENISCO INTERNO RODILLA                           ,0.9222445487976074,L96,LESION DE MENISCO EXTERNO RODILLA                           ,0.9005821943283081,,
2266,lesion menisco externo rodilla derecho,L96,L96,LESION DE MENISCO EXTERNO RODILLA                           ,0.9371613264083862,L96,LESION DE MENISCO INTERNO RODILLA                           ,0.8770729899406433,,
2268,mama mujer izquierdo,L02,X88,MAMA FIBROQUISTICA                                          ,0.7311736345291138,X19,bulto mamario en la mujer,0.6576849222183228,,
2271,rotura menisco interno rodilla izquierdo,L96,L96,ROTURA DE MENISCO INTERNO RODILLA                           ,0.9369637966156006,L96,ROTURA DE MENISCO EXTERNO RODILLA                           ,0.8973036408424377,,
2272,esguince torcedura ligamento colateral externo rodilla,L78,L96,ROTURA LIGAMENTOS DE RODILLA                                ,0.6828678250312805,L96,ROTURA DE MENISCO EXTERNO RODILLA                           ,0.66573166847229,,
2275,lesion menisco externo rodilla izquierdo,L96,L96,LESION DE MENISCO EXTERNO RODILLA                           ,0.9536557793617249,L96,LESION DE MENISCO INTERNO RODILLA                           ,0.9085532426834106,,
2276,displasia congenita bilateral cadera,L82,L82,DISPLASIA CONGENITA DE CADERA                               ,0.7811373472213745,L82,LUXACION CONGENITA DE CADERA                                ,0.5541810989379883,,
2279,lesion menisco interno rodilla derec artroscopiaho,L96,L96,LESION DE MENISCO INTERNO RODILLA                           ,0.7574712634086609,L96,LESION DE MENISCO EXTERNO RODILLA                           ,0.73880934715271,,
2282,condromalacia rotuliana derecho,L97,L97,condromalacia rotuliana,0.9189879298210144,L97,CONDROMALACIA ROTULIANA                                     ,0.9189878106117249,,
2284,gonalgia ambos as condromalacia rotuliana,L15,L97,CONDROMALACIA ROTULIANA                                     ,0.5877088904380798,L97,condromalacia rotuliana,0.5877088904380798,,
2285,condromalacia rotuliana ambos as,L97,L97,condromalacia rotuliana,0.9153092503547668,L97,CONDROMALACIA ROTULIANA                                     ,0.9153091311454772,,
2286,subluxacion mandibula izquierdo,L80,L80,LUXACION DE MANDIBULA                                       ,0.8526018261909485,D80,LUXACION DENTAL                                             ,0.6484214067459106,,
2287,meniscopatia cronica izda,L97,L97,MENISCOPATIA CRONICA                                        ,0.8911513090133667,L97,meniscopatias cronicas,0.742885947227478,,
2288,rectorragia diverticulosis,D16,D16,RECTORRAGIA                                                 ,0.6498532295227051,D16,rectorragia,0.6498532295227051,,
2290,condromalacia rotuliana izquierdo,L97,L97,condromalacia rotuliana,0.8725526928901672,L97,CONDROMALACIA ROTULIANA                                     ,0.8725526332855225,,
2291,hallux valgus derecho,L98,L98,hallux valgus,0.9401463866233826,L98,HALLUX VALGUS                                               ,0.9401463270187378,,
2292,hallux valgus izquierdo,L98,L98,HALLUX VALGUS                                               ,0.9463065266609192,L98,hallux valgus,0.9463065266609192,,
2293,hallux valgus ambos as,L98,L98,hallux valgus,0.9039141535758972,L98,HALLUX VALGUS                                               ,0.9039140939712524,,
2294,pie plano ambos as,L98,L98,PIE PLANO                                                   ,0.6733021140098572,L98,pies planos adquiridos,0.5641326904296875,,
2295,gripe itu,R80,R80,GRIPE                                                       ,0.8223304152488708,R80,gripe,0.8223304152488708,,
2296,tendinitis pata ganso derecho,L87,L87,TENDINITIS PATA DE GANSO                                    ,0.9460326433181764,L93,TENDINITIS DE CODO                                          ,0.7686790227890015,,
2297,esguince lle tobillo derecho,L16,L77,ESGUINCE DE TOBILLO                                         ,0.8581366539001465,L79,ESGUINCE DE CADERA                                          ,0.7558822631835938,,
2298,tendinitis derecho mu eca derecho,L87,L93,TENDINITIS DE CODO                                          ,0.798485279083252,L87,TENDINITIS                                                  ,0.7384023070335388,,
2300,dedo martillo ambos as,L98,L98,dedo en martillo,0.7297936677932739,L98,DEDO EN MARTILLO                                            ,0.7297936081886292,,
2301,dedo gatillo derecho,L87,L87,DEDO EN GATILLO                                             ,0.8664883971214294,R21,SEQUEDAD DE GARGANTA                                        ,0.6145954132080078,,
2302,dedo resorte derecho,L87,L87,DEDO EN RESORTE                                             ,0.8017259240150452,L87,DEDO EN GATILLO                                             ,0.5150198340415955,,
2303,tendinitis pata ganso derecho,L87,L87,TENDINITIS PATA DE GANSO                                    ,0.9460326433181764,L93,TENDINITIS DE CODO                                          ,0.7686790227890015,,
2304,esguince tobillo derecho,L77,L77,ESGUINCE DE TOBILLO                                         ,0.8492276072502136,L79,ESGUINCE DE CADERA                                          ,0.7637289762496948,,
2305,contusion dedo,S16,S16,contusiones con superficie cutanea intacta,0.7496355772018433,H78,CONTUSION DE LA OREJA                                       ,0.6985212564468384,,
2308,esguince tobillo derecho visto hsj,L77,L77,ESGUINCE DE TOBILLO                                         ,0.7942940592765808,L79,ESGUINCE DE DEDOS PIE                                       ,0.6719836592674255,,
2309,artrosis mano,L91,L91,ARTROSIS DE MANO                                            ,0.9446382522583008,L92,ARTROSIS DE HOMBRO                                          ,0.7051286101341248,,
2310,tendinitis derecho derecho pata ganso,L87,L87,TENDINITIS PATA DE GANSO                                    ,0.8709707856178284,L93,TENDINITIS DE CODO                                          ,0.8222355246543884,,
2311,posibles pies planos,L17,L98,pies planos adquiridos,0.7722964882850647,L98,PIE PLANO                                                   ,0.7195719480514526,,
2312,polimialgia reumatica,L99,L99,POLIMIALGIA REUMATICA                                       ,1.0,L99,polimialgia reumatica,1.0,,
2313,polimialgia reumatica,L99,L99,POLIMIALGIA REUMATICA                                       ,1.0,L99,polimialgia reumatica,1.0,,
2314,lupus eritematoso sistemico,L99,L99,LUPUS ERITEMATOSO SISTEMICO                                 ,0.9999998807907104,L99,lupus eritematoso sistemico,0.9999998807907104,,
2315,sindrome sjogren,L99,L99,SINDROME DE SJOGREN                                         ,0.9816665649414062,L99,sindrome de sjogren,0.9816665649414062,,
2316,sindrome pfapa,R76,L82,SINDROME DE APERT                                           ,0.5906277298927307,R98,sindrome de hiperventilacion puro,0.5816443562507629,,
2317,enfermedad still,L88,L88,ENFERMEDAD DE STILL                                         ,0.8225317001342773,A97,sin enfermedad,0.6269719004631042,,
2318,sindrome tietze,L99,L99,SINDROME DE TIETZE                                          ,0.954788327217102,L82,SINDROME DE APERT                                           ,0.671017050743103,,
2319,costocondritis izqd,L99,L99,costocondritis,0.8546972274780273,L99,COSTOCONDRITIS                                              ,0.8546971678733826,,
2320,enfermedad dupuytren derecho,L87,L87,ENFERMEDAD DE DUPUYTREN                                     ,0.8491818904876709,S27,MIEDO DE PADECER ENFERMEDAD DERMATOLOGICA                   ,0.7021979093551636,,
2321,lupus eritematoso sistemico estudio dco,L99,L99,LUPUS ERITEMATOSO SISTEMICO                                 ,0.9171346426010132,L99,lupus eritematoso sistemico,0.9171346426010132,,
2323,artrosis columna osteofitosis,L84,L99,HIPEROSTOSIS VERTEBRAL ANQUILOSANTE                         ,0.7010053992271423,L84,ARTROSIS DE COLUMNA                                         ,0.6899744272232056,,
2324,sindrome confusional agudo,P06,P06,DESPERTAR CONFUSIONAL                                       ,0.7353727221488953,A07,CONFUSION                                                   ,0.6828228831291199,,
2325,sindrome postcatarral,A97,A771,SINDROME PERSISTENTE                                        ,0.7081971764564514,K75,SINDROME POSTINFARTO DE MIOCARDIO                           ,0.6997186541557312,,
2326,enfermedad addison,T99,T99,ENFERMEDAD DE ADDISON                                       ,0.89704430103302,T99,enfermedad de gilbert,0.6825524568557739,,
2328,enfermedad dupuytren izquierdo,L87,L87,ENFERMEDAD DE DUPUYTREN                                     ,0.6920077800750732,K99,ENFERMEDAD DE HORTON                                        ,0.688778281211853,,
2329,enfermedad picadura artropodos,A78,A78,ENFERMEDAD PICADURA ARTROPODOS                              ,0.9999999403953552,A76,enfermedad mano pie boca,0.6051103472709656,,
2333,cefalea hta,N01,N01,cefalea ,0.8450632691383362,N01,cefalea,0.8450632691383362,,
2334,gonalgia izquierdo postraumatica,L15,L15,GONALGIA                                                    ,0.7165110111236572,L20,POLIARTRALGIA                                               ,0.631941020488739,,
2335,cefalea tensional,N02,N02,CEFALEA TENSIONAL                                           ,1.0,N02,cefalea a tension,0.8541842699050903,,
2336,rigidez articular,L20,L20,RIGIDEZ ARTICULAR                                           ,0.9999998807907104,L20,rigidez de una o varias articulaciones,0.698893129825592,,
2337,cefalea tensional cva,N02,N02,CEFALEA TENSIONAL                                           ,0.610789954662323,N02,cefalea a tension,0.5500998497009277,,
2338,dolor lumbar itu,L03,L03,DOLOR LUMBAR                                                ,0.7759168148040771,D06,DOLOR ABDOMINAL EN FOSA ILIACA                              ,0.7303023934364319,,
2341,parestesias eeii,N06,Y29,EYACULACION RETROGRADA                                      ,0.5508606433868408,X18,TENSION MAMARIA (MUJER)                                     ,0.5387381315231323,,
2342,meralgia parestesica,N94,N94,MERALGIA PARESTESICA                                        ,1.0,L09,BRAQUIALGIA                                                 ,0.7534915804862976,,
2343,dolor pie derecho planta,L17,N05,pinchazos en dedos de pies,0.6324163675308228,S01,DOLOR EN LA PIEL                                            ,0.6233001351356506,,
2345,parestesias brazos pierna d,N06,N05,parestesias,0.5602428317070007,N06,PARESTESIA                                                  ,0.5462698340415955,,
2348,policontusiones,S16,S16,POLICONTUSIONES                                             ,1.0,R97,polinosis,0.6440662741661072,,
2350,pinguecula,F99,F99,PINGUECULA                                                  ,1.0000001192092896,F70,PINGUECULITIS                                               ,0.7947915196418762,,
2352,erupcion cutanea manos,S88,S83,MANCHA MONGOLICA                                            ,0.5438044667243958,S83,mancha mongolica,0.5438044667243958,,
2353,dedo mano atrapamiento,A81,L91,ARTROSIS DE MANO                                            ,0.4817737638950348,K02,presion atribuida al corazon,0.4715560972690582,,
2358,esguince dedos mano izq,L79,L79,ESGUINCE DE DEDOS MANO                                      ,0.8274613618850708,L79,ESGUINCE DE CODO                                            ,0.720160722732544,,
2359,contusion dedo 5 mano izq,S16,A81,CONTUSIONES MULTIPLES                                       ,0.6117700934410095,S16,contusiones con superficie cutanea intacta,0.5944319367408752,,
2361,lipoma mano,S78,S78,LIPOMA                                                      ,0.7813379764556885,S78,lipoma cutaneo,0.7691372036933899,,
2362,artralgia 1 dedo mano dcha,L20,L20,DOLOR ARTICULAR                                             ,0.6497212052345276,L20,ARTRALGIA                                                   ,0.6319615840911865,,
2364,contusion 1 dedo pie dcho,S16,S16,contusiones con superficie cutanea intacta,0.6813138127326965,A81,CONTUSIONES MULTIPLES                                       ,0.5947064161300659,,
2366,cansancio dolor pies,A04,S27,MIEDO DE PADECER ENFERMEDAD DERMATOLOGICA                   ,0.6299598217010498,N05,hormigueo en dedos de manos y pies,0.6110199093818665,,
2370,contusion dedo mano,S16,H78,CONTUSION DE LA OREJA                                       ,0.6735936999320984,S16,contusiones con superficie cutanea intacta,0.6372016072273254,,
2371,contusion 5 dedo pie izdo,S16,S16,contusiones con superficie cutanea intacta,0.6719621419906616,H78,CONTUSION DE LA OREJA                                       ,0.6616882681846619,,
2372,sangre heces,X16,D16,sangre fresca en heces,0.7856684923171997,D16,sangre roja en heces,0.7346505522727966,,
2373,tenosinovitis mano derecho,L87,L87,TENOSINOVITIS                                               ,0.784634530544281,L87,TENOSINOVITIS DE QUERVAIN                                   ,0.7831032276153564,,
2377,dolor pie izquierdo ingle decha,L17,L17,DOLOR DEDOS DEL PIE                                         ,0.5343358516693115,L17,DOLOR DEL PIE                                               ,0.5019180774688721,,
2379,dolor dedos pie ambos as,L17,L17,DOLOR DEDOS DEL PIE                                         ,0.6639910936355591,L12,DOLOR DEDOS DE MANO                                         ,0.5962297320365906,,
2380,contusion mano,S16,S16,contusiones con superficie cutanea intacta,0.6438503861427307,H78,CONTUSION DE LA OREJA                                       ,0.6406692862510681,,
