indice|level|info|code
3634||Codigo ciap mas apropiado | A77
3634|Differ GT|Recomienda LLM2  ACV simil 46 AP: A77|407519002
3635|AP|flictenas|S04
3635|fallo|No tenemos ciap|23957004 
3636|AP|infeccion tracto urinario|U71
3636||Codigo ciap mas apropiado | A78
3636||Codigo ciap mas apropiado | D22
3636||Codigo ciap mas apropiado | S71
3636||Codigo ciap mas apropiado | U70
3636||Codigo ciap mas apropiado | W71
3636||Codigo ciap mas apropiado | U99
3636||Codigo ciap mas apropiado | U85
3636||Codigo ciap mas apropiado | U95
3636||Codigo ciap mas apropiado | U06
3636||Codigo ciap mas apropiado | X81
3636||Codigo ciap mas apropiado | A78
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: A78|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: D22|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: S71|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: U70|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: W71|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: U99|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: U85|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: U95|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: U06|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: X81|68566005
3636|Differ GT|Recomienda LLM infección urinaria simil 91 AP: A78|68566005
3636||Codigo ciap mas apropiado | A78
3636||Codigo ciap mas apropiado | D22
3636||Codigo ciap mas apropiado | S71
3636||Codigo ciap mas apropiado | U70
3636||Codigo ciap mas apropiado | W71
3636||Codigo ciap mas apropiado | U99
3636||Codigo ciap mas apropiado | U85
3636||Codigo ciap mas apropiado | U95
3636||Codigo ciap mas apropiado | U06
3636||Codigo ciap mas apropiado | X81
3636||Codigo ciap mas apropiado | A78
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: A78|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: D22|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: S71|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: U70|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: W71|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: U99|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: U85|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: U95|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: U06|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: X81|68566005
3636|Differ GT|Recomienda LLM2  infección urinaria simil 82 AP: A78|68566005
3637|AP|hipercolesterolemia|T93
3637|fallo|No tenemos ciap|702378002 
3638|AP|hiperlipidemia|T93
3638|correcto|correcto AP T93 llm 55822004 |
3639|AP|hipertrigliceridemia|T93
3639|correcto|correcto AP T93 llm 238090007 |
3640|AP|dislipemia|T93
3640||Codigo ciap mas apropiado | D80
3640|Differ GT|Recomienda LLM dislocación de diente simil 56 AP: D80|210366009
3640||Codigo ciap mas apropiado | L80
3640|Differ GT|Recomienda LLM2  dislocación de diente simil 55 AP: L80|108367008
3641|AP|hipercolesterolemia pura familiar|T93
3641||Codigo ciap mas apropiado | T99
3641|Differ GT|Recomienda LLM hiperparatiroidismo simil 68 AP: T99|66999008
3641|fallo|No tenemos ciap|702378002 
3642|AP|hiperlipemia mixta|T93
3642|correcto|correcto AP T93 llm 267434003 |
3643|AP|quiste triquilemal|S93
3643||Codigo ciap mas apropiado | T73
3643||Codigo ciap mas apropiado | S99
3643|Differ GT|Recomienda LLM quiste triquilemal proliferante simil 82 AP: T73|254678009
3643|Differ GT|Recomienda LLM quiste triquilemal proliferante simil 82 AP: S99|254678009
3643||Codigo ciap mas apropiado | T15
3643||Codigo ciap mas apropiado | T78
3643|Differ GT|Recomienda LLM2  quiste triquilemal proliferante simil 61 AP: T15|195867000
3643|Differ GT|Recomienda LLM2  quiste triquilemal proliferante simil 61 AP: T78|195867000
3644|AP|alteracion resultados analitica colesterol|B85
3644|fallo|No tenemos ciap|44231009 
3645|AP|alteracion resultados elevacion transaminasas|B85
3645|fallo|No tenemos ciap|190724004 
3646|AP|elevacion transaminasas vsg|B85
3646|fallo|No tenemos ciap|166649005 
3647|AP|dislipemia mixta hiperuricemia poliglobulia|T93
3647||Codigo ciap mas apropiado | T87
3647|Differ GT|Recomienda LLM hipoglucemia hipoinsulinémica y hemihipertrofia corporal simil 66 AP: T87|773666007
3647|fallo|No tenemos ciap|63329001 
3648|AP|sindrome metabolico|T99
3648|fallo|No tenemos ciap|237602007 
3649|AP|pubertad precoz|T99
3649|fallo|No tenemos ciap|102889008 
3650|AP|sospecha pubertad precoz|T99
3650|fallo|No tenemos ciap|700102000 
3651|AP|tiroiditis aguda hipotiroidismo|T99
3651||Codigo ciap mas apropiado | T85
3651|Differ GT|Recomienda LLM hipertiroidismo por tiroiditis aguda simil 82 AP: T85|237501007
3651|correcto|correcto AP T99 llm 190293001 |
3652|AP|delirio metabolico|P71
3652||Codigo ciap mas apropiado | P15
3652|Differ GT|Recomienda LLM delirio medicamentoso simil 78 AP: P15|191492000
3652||Codigo ciap mas apropiado | P15
3652||Codigo ciap mas apropiado | A88
3652|Differ GT|Recomienda LLM2  delirio medicamentoso simil 76 AP: P15|2776000
3652|Differ GT|Recomienda LLM2  delirio medicamentoso simil 76 AP: A88|2776000
3653|AP|adelanto puberal|T99
3653|fallo|No tenemos ciap|103021001 
3654|AP|neuropatia diabetica|N94
3654|fallo|No tenemos ciap|230572002 
3655|AP|diu hormonado|W12
3655||Codigo ciap mas apropiado | T81
3655|Differ GT|Recomienda LLM pruebas de hormona tiroidea fuera de rango de referencia simil 65 AP: T81|166345007
3655|fallo|No tenemos ciap|871529001 
3656|AP|pubertad precoz|T99
3656|fallo|No tenemos ciap|102889008 
3657|AP|distimia reactiva|P76
3657|correcto|correcto AP P76 llm 78667006 |
3658|AP|polineuropatia diabetica|N94
3658|fallo|No tenemos ciap|230572002 
3659|AP|fibrosis trapecio dcho|L18
3659|fallo|No tenemos ciap|304529004 
3660|AP|alteracion psa|B85
3660|fallo|No tenemos ciap|118956008 
3661|AP|neuropatia diabetica|N94
3661|fallo|No tenemos ciap|230572002 
3662|AP|sindrome gilbert|T99
3662|fallo|No tenemos ciap|27503000 
3663|AP|sindrome ovario poliquistico|X99
3663||Codigo ciap mas apropiado | X03
3663|Differ GT|Recomienda LLM dolor a la movilización del ovario simil 72 AP: X03|289845009
3663||Codigo ciap mas apropiado | W17
3663|Differ GT|Recomienda LLM2  dolor a la movilización del ovario simil 72 AP: W17|24251002
3664|AP|deficit hormona crecimiento|T99
3664|correcto|correcto AP T99 llm 36976004 |
3665|AP|aumento psa|Y06
3665||Codigo ciap mas apropiado | T03
3665||Codigo ciap mas apropiado | T02
3665|Differ GT|Recomienda LLM aumento del apetito simil 47 AP: T03|72405004
3665|Differ GT|Recomienda LLM aumento del apetito simil 47 AP: T02|72405004
3665|correcto|correcto AP Y06 llm 309089006 |
3666|AP|hemocromatosis sospecha|T99
3666|fallo|No tenemos ciap|343570008 
3667|AP|alteracion pruebas bioquimicas psa|B85
3667|fallo|No tenemos ciap|118956008 
3668|AP|itu psa alto|U71
3668|fallo|No tenemos ciap|1003682004 
3669|AP|itu psa alto|U71
3669|fallo|No tenemos ciap|1003682004 
3670|AP|hipotiroidismo tiroiditis|T86
3670||Codigo ciap mas apropiado | T85
3670|Differ GT|Recomienda LLM hipertiroidismo por tiroiditis aguda simil 83 AP: T85|237501007
3670||Codigo ciap mas apropiado | T99
3670|Igual GT|Recomienda LLM2 hipertiroidismo por tiroiditis aguda simil 70 AP: T99|52772002
3671|AP|tiroiditis hashimoto|T99
3671|correcto|correcto AP T99 llm 66944004 |
3672|AP|fibromialgia|L18
3672|correcto|correcto AP L18 llm 203082005 |
3673|AP|artralgia fibromialgia|L20
3673|correcto|correcto AP L20 llm 57676002 |
3674|AP|dolor miccional|U01
3674|fallo|No tenemos ciap|285375003 
3675|AP|escozor miccional|U01
3675||Codigo ciap mas apropiado | W84
3675|Differ GT|Recomienda LLM embarazo gemelar simil 57 AP: W84|65147003
3675|fallo|No tenemos ciap|57626004 
3676|AP|dolor precordial|K01
3676|correcto|correcto AP K01 llm 71884009 |
3677|AP|disuria|U01
3677|correcto|correcto AP U01 llm 49650001 |
3678|AP|dolor neuropatico|N29
3678||Codigo ciap mas apropiado | N03
3678|Differ GT|Recomienda LLM dolor neuropático orofacial simil 75 AP: N03|762607008
3678||Codigo ciap mas apropiado | D02
3678||Codigo ciap mas apropiado | D06
3678|Differ GT|Recomienda LLM2  dolor neuropático orofacial simil 61 AP: D02|247362001
3678|Differ GT|Recomienda LLM2  dolor neuropático orofacial simil 61 AP: D06|247362001
3679|AP|miccion frecuente|U02
3679||Codigo ciap mas apropiado | U01
3679|Differ GT|Recomienda LLM micción dolorosa simil 63 AP: U01|49650001
3679|correcto|correcto AP U02 llm 162116003 |
3680|AP|polaquiuria|U02
3680|correcto|correcto AP U02 llm 162116003 |
3681|AP|urgencia miccional|U02
3681|fallo|No tenemos ciap|27873005 
3682|AP|urgencia miccional hbp|U02
3682||Codigo ciap mas apropiado | K88
3682|Differ GT|Recomienda LLM hipotensión inducida por fármacos simil 49 AP: K88|234171009
3682||Codigo ciap mas apropiado | K88
3682|Differ GT|Recomienda LLM2  hipotensión inducida por fármacos simil 46 AP: K88|429561008
3683|AP|urgencia miccional hbp|U02
3683||Codigo ciap mas apropiado | K88
3683|Differ GT|Recomienda LLM hipotensión inducida por fármacos simil 49 AP: K88|234171009
3683||Codigo ciap mas apropiado | K88
3683|Differ GT|Recomienda LLM2  hipotensión inducida por fármacos simil 46 AP: K88|429561008
3684|AP|intervencion varices derecho|K95
3684|correcto|correcto AP K95 llm 248741001 |
3685|AP|amigdalitis repeticion|R76
3685|correcto|correcto AP R76 llm 90176007 |
3686|AP|caidas repeticion|A29
3686|fallo|No tenemos ciap|20902002 
3687|AP|incontinencia urinaria moderada|U04
3687|correcto|correcto AP U04 llm 165232002 |
3688|AP|incontinencia urinaria esfuerzo|U04
3688||Codigo ciap mas apropiado | P12
3688|Differ GT|Recomienda LLM incontinencia funcional simil 86 AP: P12|42112009
3688|correcto|correcto AP U04 llm 165232002 |
3689|AP|incontinencia urinaria|U04
3689|correcto|correcto AP U04 llm 48340000 |
3690|AP|incontinencia urinaria mixta|U04
3690||Codigo ciap mas apropiado | P12
3690|Differ GT|Recomienda LLM incontinencia urinaria de origen no orgánico simil 76 AP: P12|42112009
3690||Codigo ciap mas apropiado | P12
3690|Differ GT|Recomienda LLM2  incontinencia urinaria de origen no orgánico simil 74 AP: P12|42112009
3691|AP|incontinencia urinaria urgencia|U04
3691|correcto|correcto AP U04 llm 165232002 |
3692|AP|valoracion urgencias|A97
3692|fallo|No tenemos ciap|55892009 
3693|AP|incontinencia urinaria|U04
3693|correcto|correcto AP U04 llm 48340000 |
3694|AP|uropatia obstructiva bilateral|U95
3694||Codigo ciap mas apropiado | U99
3694|Differ GT|Recomienda LLM uropatía obstructiva inferior simil 90 AP: U99|22218007
3694||Codigo ciap mas apropiado | U99
3694|Differ GT|Recomienda LLM2  uropatía obstructiva inferior simil 88 AP: U99|7163005
3695|AP|incontinencia urinaria mixta cistoceleii iii|U04
3695|correcto|correcto AP U04 llm 150003 |
3696|AP|incontinencia urinaria mixta cistoceleii iii|U04
3696|correcto|correcto AP U04 llm 150003 |
3697|AP|cistocele quiste anexial incontinenc urin dispaurenia|X87
3697||Codigo ciap mas apropiado | U04
3697|Igual GT|Recomienda LLM continencia vesical anormal simil 64 AP: U04|150003
3697||Codigo ciap mas apropiado | X16
3697|Differ GT|Recomienda LLM2  continencia vesical anormal simil 59 AP: X16|14021000119107
3698|AP|cistocele quiste anexial incontinenc urin dispaurenia|X87
3698||Codigo ciap mas apropiado | U04
3698|Igual GT|Recomienda LLM continencia vesical anormal simil 64 AP: U04|150003
3698||Codigo ciap mas apropiado | X16
3698|Differ GT|Recomienda LLM2  continencia vesical anormal simil 59 AP: X16|14021000119107
3699|AP|cistocele quiste anexial incontinenc urin dispaurenia|X87
3699||Codigo ciap mas apropiado | U04
3699|Igual GT|Recomienda LLM continencia vesical anormal simil 64 AP: U04|150003
3699||Codigo ciap mas apropiado | X16
3699|Differ GT|Recomienda LLM2  continencia vesical anormal simil 59 AP: X16|14021000119107
3700|AP|cistocele quiste anexial incontinenc urin dispaurenia|X87
3700||Codigo ciap mas apropiado | U04
3700|Igual GT|Recomienda LLM continencia vesical anormal simil 64 AP: U04|150003
3700||Codigo ciap mas apropiado | X16
3700|Differ GT|Recomienda LLM2  continencia vesical anormal simil 59 AP: X16|14021000119107
3701|AP|incontinencia urinaria vejiga esfuerzo|U04
3701||Codigo ciap mas apropiado | P12
3701|Differ GT|Recomienda LLM incontinencia urinaria de origen no orgánico simil 72 AP: P12|42112009
3701|correcto|correcto AP U04 llm 150003 |
3702|AP|incontinencia urinaria eneuresis|U04
3702||Codigo ciap mas apropiado | P12
3702|Differ GT|Recomienda LLM incontinencia funcional simil 74 AP: P12|42112009
3702|correcto|correcto AP U04 llm 165232002 |
3703|AP|incontinencia urinaria fecal|U04
3703||Codigo ciap mas apropiado | D17
3703|Differ GT|Recomienda LLM incontinencia fecal simil 96 AP: D17|72042002
3703||Codigo ciap mas apropiado | D93
3703|Differ GT|Recomienda LLM2  incontinencia fecal simil 95 AP: D93|722881006
3704|AP|incontinencia urinaria fecal|U04
3704||Codigo ciap mas apropiado | D17
3704|Differ GT|Recomienda LLM incontinencia fecal simil 96 AP: D17|72042002
3704||Codigo ciap mas apropiado | D93
3704|Differ GT|Recomienda LLM2  incontinencia fecal simil 95 AP: D93|722881006
3705|AP|urgencias abandono servicio|A97
3705|fallo|No tenemos ciap|20815007 
3706|AP|sintoma signo miccion|U05
3706||Codigo ciap mas apropiado | R06
3706|Differ GT|Recomienda LLM signo O síntoma vascular simil 71 AP: R06|21829004
3706||Codigo ciap mas apropiado | X21
3706|Differ GT|Recomienda LLM2  signo O síntoma vascular simil 63 AP: X21|198116001
3707|AP|sintomas tracto urinario inferior|U05
3707|correcto|correcto AP U05 llm 307541003 |
3708|AP|retencion urinaria|U05
3708|fallo|No tenemos ciap|236649000 
3709|AP|problema miccion|U05
3709||Codigo ciap mas apropiado | H99
3709||Codigo ciap mas apropiado | H29
3709||Codigo ciap mas apropiado | H02
3709||Codigo ciap mas apropiado | H13
3709||Codigo ciap mas apropiado | H03
3709||Codigo ciap mas apropiado | H85
3709|Differ GT|Recomienda LLM problema de oído simil 65 AP: H99|300197009
3709|Differ GT|Recomienda LLM problema de oído simil 65 AP: H29|300197009
3709|Differ GT|Recomienda LLM problema de oído simil 65 AP: H02|300197009
3709|Differ GT|Recomienda LLM problema de oído simil 65 AP: H13|300197009
3709|Differ GT|Recomienda LLM problema de oído simil 65 AP: H03|300197009
3709|Differ GT|Recomienda LLM problema de oído simil 65 AP: H85|300197009
3709|fallo|No tenemos ciap|289830002 
3710|AP|retencion urinaria|U05
3710|fallo|No tenemos ciap|236649000 
3711|AP|pilory|L71
3711|fallo|No tenemos ciap|332709000 
3712|AP|problema raiz muela|D20
3712|fallo|No tenemos ciap|266949007 
3713|AP|pitiriasis rubra pilaris|S99
3713||Codigo ciap mas apropiado | S74
3713|Igual GT|Recomienda LLM pitiriasis negra simil 83 AP: S74|186289000
3713||Codigo ciap mas apropiado | S90
3713|Differ GT|Recomienda LLM2  pitiriasis negra simil 83 AP: S90|77252004
3714|AP|retenci n aguda orina|U05
3714|fallo|No tenemos ciap|236648008 
3715|AP|retencion urinaria itu cefditoreno|U05
3715|fallo|No tenemos ciap|292994007 
3716|AP|retencion urinaria dolor c lico izdo|U05
3716|fallo|No tenemos ciap|236649000 
3717|AP|dificultad iniciar miccion|U05
3717||Codigo ciap mas apropiado | R23
3717|Differ GT|Recomienda LLM dificultad para iniciar la emisión de palabras simil 55 AP: R23|286390006
3717|fallo|No tenemos ciap|128525008 
3718|AP|microhematuria|U06
3718|correcto|correcto AP U06 llm 53298000 |
3719|AP|hematuria macroscopica|U06
3719|correcto|correcto AP U06 llm 53298000 |
3720|AP|hematuria microscopica|U06
3720|correcto|correcto AP U06 llm 53298000 |
3721|AP|hematuria itu|U06
3721|correcto|correcto AP U06 llm 53298000 |
3722|AP|hematuria macroscopica polipos|U06
3722|fallo|No tenemos ciap|399094007 
3723|AP|polaquiuria hematuria|U02
3723||Codigo ciap mas apropiado | U06
3723|Igual GT|Recomienda LLM hematuria dolorosa simil 66 AP: U06|197939009
3723|fallo|No tenemos ciap|399094007 
3724|AP|fiebre hematuria macroscopica|A03
3724||Codigo ciap mas apropiado | A10
3724||Codigo ciap mas apropiado | U99
3724||Codigo ciap mas apropiado | U99
3724|Differ GT|Recomienda LLM fiebre hemorrágica con síndrome renal simil 74 AP: A10|716864001
3724|Differ GT|Recomienda LLM fiebre hemorrágica con síndrome renal simil 74 AP: U99|716864001
3724|Differ GT|Recomienda LLM fiebre hemorrágica con síndrome renal simil 74 AP: U99|716864001
3724||Codigo ciap mas apropiado | F70
3724|Differ GT|Recomienda LLM2  fiebre hemorrágica con síndrome renal simil 71 AP: F70|8554002
3725|AP|disuria hematuria|U01
3725||Codigo ciap mas apropiado | U06
3725|Igual GT|Recomienda LLM síndrome de hematuria simil 77 AP: U06|53298000
3725||Codigo ciap mas apropiado | U06
3725|Igual GT|Recomienda LLM2 síndrome de hematuria simil 74 AP: U06|197939009
3726|AP|disuria hematuria|U01
3726||Codigo ciap mas apropiado | U06
3726|Igual GT|Recomienda LLM síndrome de hematuria simil 77 AP: U06|53298000
3726||Codigo ciap mas apropiado | U06
3726|Igual GT|Recomienda LLM2 síndrome de hematuria simil 74 AP: U06|197939009
3727|AP|hemograma normal ferritina baja|A04
3727||Codigo ciap mas apropiado | U98
3727||Codigo ciap mas apropiado | U98
3727|Differ GT|Recomienda LLM ferritina sérica normal simil 77 AP: U98|165627009
3727|Differ GT|Recomienda LLM ferritina sérica normal simil 77 AP: U98|165627009
3727||Codigo ciap mas apropiado | U98
3727||Codigo ciap mas apropiado | U98
3727|Differ GT|Recomienda LLM2  ferritina sérica normal simil 69 AP: U98|165399006
3727|Differ GT|Recomienda LLM2  ferritina sérica normal simil 69 AP: U98|165399006
3728|AP|orina oscura|U07
3728|fallo|No tenemos ciap|167431007 
3729|AP|orina anormal|U07
3729||Codigo ciap mas apropiado | K81
3729||Codigo ciap mas apropiado | R98
3729|Differ GT|Recomienda LLM osificación anormal simil 57 AP: K81|36123008
3729|Differ GT|Recomienda LLM osificación anormal simil 57 AP: R98|36123008
3729|fallo|No tenemos ciap|167431007 
3730|AP|sintoma signo orina|U07
3730||Codigo ciap mas apropiado | R06
3730|Differ GT|Recomienda LLM signo O síntoma vascular simil 72 AP: R06|21829004
3730||Codigo ciap mas apropiado | R04
3730||Codigo ciap mas apropiado | R06
3730||Codigo ciap mas apropiado | R04
3730|Differ GT|Recomienda LLM2  signo O síntoma vascular simil 67 AP: R04|246524009
3730|Differ GT|Recomienda LLM2  signo O síntoma vascular simil 67 AP: R06|246524009
3730|Differ GT|Recomienda LLM2  signo O síntoma vascular simil 67 AP: R04|246524009
3731|AP|sintoma orina|U07
3731||Codigo ciap mas apropiado | R04
3731||Codigo ciap mas apropiado | R06
3731||Codigo ciap mas apropiado | R04
3731|Differ GT|Recomienda LLM síntomas ORL simil 83 AP: R04|246524009
3731|Differ GT|Recomienda LLM síntomas ORL simil 83 AP: R06|246524009
3731|Differ GT|Recomienda LLM síntomas ORL simil 83 AP: R04|246524009
3731||Codigo ciap mas apropiado | H99
3731||Codigo ciap mas apropiado | H29
3731||Codigo ciap mas apropiado | H02
3731||Codigo ciap mas apropiado | H13
3731||Codigo ciap mas apropiado | H03
3731||Codigo ciap mas apropiado | H85
3731|Differ GT|Recomienda LLM2  síntomas ORL simil 73 AP: H99|315217005
3731|Differ GT|Recomienda LLM2  síntomas ORL simil 73 AP: H29|315217005
3731|Differ GT|Recomienda LLM2  síntomas ORL simil 73 AP: H02|315217005
3731|Differ GT|Recomienda LLM2  síntomas ORL simil 73 AP: H13|315217005
3731|Differ GT|Recomienda LLM2  síntomas ORL simil 73 AP: H03|315217005
3731|Differ GT|Recomienda LLM2  síntomas ORL simil 73 AP: H85|315217005
3732|AP|dolor vejiga|U13
3732||Codigo ciap mas apropiado | N03
3732|Differ GT|Recomienda LLM dolor en mejilla simil 77 AP: N03|473008002
3732||Codigo ciap mas apropiado | R01
3732||Codigo ciap mas apropiado | A01
3732|Differ GT|Recomienda LLM2  dolor en mejilla simil 74 AP: R01|274663001
3732|Differ GT|Recomienda LLM2  dolor en mejilla simil 74 AP: A01|274663001
3733|AP|dolor tobillo derecho contusion|L16
3733|fallo|No tenemos ciap|211519000 
3734|AP|dolor perine mujer|X01
3734|correcto|correcto AP X01 llm 21621000119107 |
3735|AP|dolor hombro izqdo|A01
3735||Codigo ciap mas apropiado | L92
3735|Differ GT|Recomienda LLM hombro izquierdo simil 64 AP: L92|91775009
3735||Codigo ciap mas apropiado | L09
3735|Differ GT|Recomienda LLM2  hombro izquierdo simil 61 AP: L09|287045000
3736|AP|mareo dolor eess|N17
3736||Codigo ciap mas apropiado | N88
3736|Differ GT|Recomienda LLM estado epiléptico simil 62 AP: N88|230456007
3736||Codigo ciap mas apropiado | N07
3736|Differ GT|Recomienda LLM2  estado epiléptico simil 59 AP: N07|31758001
3737|AP|dolor hombro izdo|A01
3737||Codigo ciap mas apropiado | L08
3737|Igual GT|Recomienda LLM dolor de hombro simil 68 AP: L08|45326000
3737||Codigo ciap mas apropiado | L08
3737|Igual GT|Recomienda LLM2 dolor de hombro simil 68 AP: L08|45326000
3738|AP|dolor faringe|A01
3738|fallo|No tenemos ciap|285375003 
3739|AP|dolor muslo ambos as|L14
3739|fallo|No tenemos ciap|426120002 
3740|AP|dolor oido ambos as|H01
3740|correcto|correcto AP H01 llm 16001004 |
3741|AP|dolor hemit rax derecho estudio|A01
3741||Codigo ciap mas apropiado | H99
3741||Codigo ciap mas apropiado | H29
3741||Codigo ciap mas apropiado | H02
3741||Codigo ciap mas apropiado | H13
3741||Codigo ciap mas apropiado | H03
3741||Codigo ciap mas apropiado | H85
3741|Differ GT|Recomienda LLM estresado por ruido fuerte simil 57 AP: H99|247296006
3741|Differ GT|Recomienda LLM estresado por ruido fuerte simil 57 AP: H29|247296006
3741|Differ GT|Recomienda LLM estresado por ruido fuerte simil 57 AP: H02|247296006
3741|Differ GT|Recomienda LLM estresado por ruido fuerte simil 57 AP: H13|247296006
3741|Differ GT|Recomienda LLM estresado por ruido fuerte simil 57 AP: H03|247296006
3741|Differ GT|Recomienda LLM estresado por ruido fuerte simil 57 AP: H85|247296006
3741||Codigo ciap mas apropiado | T10
3741||Codigo ciap mas apropiado | T80
3741|Differ GT|Recomienda LLM2  estresado por ruido fuerte simil 57 AP: T10|237834000
3741|Differ GT|Recomienda LLM2  estresado por ruido fuerte simil 57 AP: T80|237834000
3742|AP|sincope dolor|A06
3742|correcto|correcto AP A06 llm 271594007 |
3743|AP|fractura humero derecho|L72
3743|fallo|No tenemos ciap|263192005 
3744|AP|dolor inguinal derecho|L14
3744|fallo|No tenemos ciap|37117007 
3745|AP|dolor hombro nc ambos as|L08
3745|correcto|correcto AP L08 llm 45326000 |
3746|AP|dolor muslo derecho|L14
3746||Codigo ciap mas apropiado | L09
3746|Differ GT|Recomienda LLM dolor en el brazo derecho simil 77 AP: L09|287046004
3746|correcto|correcto AP L14 llm 287048003 |
3747|AP|dolor costado inferior lado derecho|A11
3747|fallo|No tenemos ciap|362007002 
3748|AP|dolor mu eca ambos as|L11
3748||Codigo ciap mas apropiado | L06
3748|Differ GT|Recomienda LLM dolor en un miembro simil 63 AP: L06|90834002
3748|fallo|No tenemos ciap|426120002 
3749|AP|dolor codo ambos as|L10
3749|correcto|correcto AP L10 llm 74323005 |
3750|AP|dolor amigdalar|R22
3750||Codigo ciap mas apropiado | R01
3750||Codigo ciap mas apropiado | A01
3750|Differ GT|Recomienda LLM dolor agudo simil 53 AP: R01|274663001
3750|Differ GT|Recomienda LLM dolor agudo simil 53 AP: A01|274663001
3750|fallo|No tenemos ciap|309734000 
3751|AP|dolor ingle|A01
3751|fallo|No tenemos ciap|285375003 
3752|AP|caida dolor lumbar|A29
3752||Codigo ciap mas apropiado | L03
3752|Differ GT|Recomienda LLM dolor lumbar simil 69 AP: L03|279039007
3752|fallo|No tenemos ciap|298675009 
3753|AP|dolor costado derecho|L18
3753||Codigo ciap mas apropiado | D02
3753|Differ GT|Recomienda LLM dolor en el cuadrante superior derecho simil 70 AP: D02|301717006
3753||Codigo ciap mas apropiado | L09
3753|Differ GT|Recomienda LLM2  dolor en el cuadrante superior derecho simil 70 AP: L09|287046004
3754|AP|dolor mano ambos as|L12
3754|correcto|correcto AP L12 llm 18876004 |
3755|AP|dolor flanco derecho|L05
3755||Codigo ciap mas apropiado | L14
3755|Differ GT|Recomienda LLM dolor en la pierna derecha simil 72 AP: L14|287048003
3755||Codigo ciap mas apropiado | L09
3755|Differ GT|Recomienda LLM2  dolor en la pierna derecha simil 71 AP: L09|287046004
3756|AP|colico nefritico izquierdo|U14
3756|fallo|No tenemos ciap|51530003 
3757|AP|colico renal izquierdo|U14
3757|correcto|correcto AP U14 llm 7093002 |
3758|AP|colico nefritico derecho|U14
3758||Codigo ciap mas apropiado | D98
3758||Codigo ciap mas apropiado | D06
3758||Codigo ciap mas apropiado | A14
3758|Differ GT|Recomienda LLM cólico apendicular simil 61 AP: D98|196791007
3758|Differ GT|Recomienda LLM cólico apendicular simil 61 AP: D06|196791007
3758|Differ GT|Recomienda LLM cólico apendicular simil 61 AP: A14|196791007
3758||Codigo ciap mas apropiado | D98
3758||Codigo ciap mas apropiado | D06
3758||Codigo ciap mas apropiado | A14
3758|Differ GT|Recomienda LLM2  cólico apendicular simil 61 AP: D98|9991008
3758|Differ GT|Recomienda LLM2  cólico apendicular simil 61 AP: D06|9991008
3758|Differ GT|Recomienda LLM2  cólico apendicular simil 61 AP: A14|9991008
3759|AP|colico renal derecho|U14
3759|correcto|correcto AP U14 llm 7093002 |
3760|AP|dolor lumbar origen renal derecho|U14
3760|fallo|No tenemos ciap|301416003 
3761|AP|dolor costal colico renal|A11
3761||Codigo ciap mas apropiado | U14
3761|Igual GT|Recomienda LLM cólico renal simil 60 AP: U14|7093002
3761||Codigo ciap mas apropiado | U01
3761|Differ GT|Recomienda LLM2  cólico renal simil 55 AP: U01|247382002
3762|AP|dolor abdominal colico renal derecho|U14
3762|correcto|correcto AP U14 llm 7093002 |
3763|AP|sintoma signo renal derecho|U14
3763||Codigo ciap mas apropiado | U07
3763||Codigo ciap mas apropiado | U13
3763||Codigo ciap mas apropiado | U29
3763|Differ GT|Recomienda LLM síntomas urinarios simil 61 AP: U07|249274008
3763|Differ GT|Recomienda LLM síntomas urinarios simil 61 AP: U13|249274008
3763|Differ GT|Recomienda LLM síntomas urinarios simil 61 AP: U29|249274008
3763||Codigo ciap mas apropiado | U05
3763|Differ GT|Recomienda LLM2  síntomas urinarios simil 59 AP: U05|307541003
3764|AP|sintoma signo renal ambos as|U14
3764||Codigo ciap mas apropiado | U05
3764|Differ GT|Recomienda LLM síntomas de las vías urinarias inferiores simil 63 AP: U05|307541003
3764||Codigo ciap mas apropiado | U05
3764|Differ GT|Recomienda LLM2  síntomas de las vías urinarias inferiores simil 61 AP: U05|307541003
3765|AP|coxartrosis derecho protesis 2019|L89
